"nacionality","sex","sport","edad","medallas"
"BRA","male","athletics",28,"NO"
"NZL","female","canoe",28,"SI"
"RSA","male","athletics",25,"SI"
"VIE","female","rowing",25,"NO"
"KEN","female","athletics",28,"NO"
"BOT","female","athletics",26,"NO"
"NZL","male","golf",19,"SI"
"USA","female","shooting",20,"NO"
"AUS","female","football",28,"NO"
"ALG","male","judo",33,"NO"
"CAN","female","shooting",36,"NO"
"PUR","female","volleyball",28,"NO"
"AUS","female","equestrian",36,"NO"
"ZIM","female","football",28,"NO"
"RSA","female","athletics",25,"NO"
"USA","female","equestrian",33,"NO"
"GBR","female","athletics",26,"NO"
"BUL","female","gymnastics",20,"SI"
"RUS","female","fencing",33,"SI"
"FRA","male","taekwondo",33,"NO"
"NED","female","rowing",33,"SI"
"NED","male","aquatics",21,"NO"
"NED","female","hockey",31,"SI"
"ISR","female","sailing",28,"NO"
"ESP","female","handball",31,"NO"
"ARG","female","handball",23,"NO"
"ARG","female","handball",20,"NO"
"TTO","male","athletics",21,"NO"
"POL","male","cycling",31,"NO"
"POL","male","canoe",23,"NO"
"POL","male","judo",29,"NO"
"CAN","male","aquatics",23,"NO"
"AUS","male","aquatics",20,"SI"
"AUS","female","football",22,"NO"
"USA","female","archery",21,"NO"
"MEX","female","athletics",36,"NO"
"ROU","female","rowing",23,"SI"
"LAT","female","athletics",29,"NO"
"GBR","female","hockey",28,"SI"
"AUS","female","aquatics",20,"SI"
"NED","female","volleyball",27,"NO"
"AUS","female","rowing",24,"NO"
"USA","female","aquatics",23,"SI"
"AUS","female","aquatics",21,"SI"
"AUS","female","athletics",29,"NO"
"USA","female","aquatics",18,"SI"
"NED","female","athletics",24,"NO"
"USA","male","rugby sevens",24,"NO"
"USA","female","tennis",21,"NO"
"USA","female","gymnastics",19,"SI"
"AUS","female","aquatics",22,"SI"
"AUS","female","hockey",31,"NO"
"DEN","male","handball",30,"SI"
"DEN","male","aquatics",28,"NO"
"SWE","male","equestrian",34,"NO"
"DEN","male","handball",25,"SI"
"DEN","male","rowing",35,"NO"
"GAB","male","aquatics",19,"NO"
"ECU","female","athletics",24,"NO"
"ANG","female","handball",25,"NO"
"POL","female","tennis",24,"NO"
"SWE","female","football",23,"SI"
"POL","female","rowing",30,"SI"
"ARG","female","canoe",27,"NO"
"AUT","female","rowing",26,"NO"
"TAN","female","aquatics",26,"NO"
"CUB","male","judo",22,"NO"
"USA","female","canoe",37,"NO"
"USA","female","athletics",23,"NO"
"USA","female","aquatics",23,"SI"
"EST","male","athletics",26,"NO"
"DEN","male","aquatics",21,"NO"
"UZB","male","wrestling",31,"SI"
"KGZ","male","wrestling",27,"NO"
"POL","male","wrestling",28,"NO"
"EGY","female","aquatics",18,"NO"
"EGY","female","aquatics",17,"NO"
"MAR","female","golf",28,"NO"
"GBR","male","taekwondo",27,"NO"
"CMR","male","boxing",30,"NO"
"AZE","male","boxing",30,"NO"
"JPN","male","table tennis",23,"SI"
"BRA","male","athletics",32,"NO"
"IRQ","male","football",21,"NO"
"IRI","male","taekwondo",25,"NO"
"IRI","male","volleyball",30,"NO"
"NZL","male","rowing",38,"SI"
"FRA","male","athletics",31,"SI"
"IRI","female","shooting",25,"NO"
"BRN","male","shooting",25,"NO"
"EGY","male","boxing",24,"NO"
"EGY","male","wrestling",24,"NO"
"EGY","male","handball",25,"NO"
"IRI","male","athletics",28,"NO"
"IRI","female","rowing",22,"NO"
"JPN","female","athletics",32,"NO"
"JPN","female","gymnastics",20,"NO"
"JPN","female","aquatics",27,"SI"
"JPN","female","volleyball",33,"NO"
"NOR","female","sailing",21,"NO"
"ESP","female","canoe",33,"SI"
"ESP","female","aquatics",26,"NO"
"EST","male","athletics",24,"NO"
"ITA","male","aquatics",28,"NO"
"BRA","male","taekwondo",23,"SI"
"BRA","male","handball",36,"NO"
"NED","male","equestrian",28,"NO"
"BRA","female","athletics",35,"NO"
"SEN","female","basketball",25,"NO"
"IND","male","shooting",41,"NO"
"BRU","female","athletics",17,"NO"
"SLO","female","athletics",27,"NO"
"SUI","female","athletics",36,"NO"
"SRB","female","volleyball",32,"SI"
"SUI","female","sailing",24,"NO"
"POL","female","cycling",33,"SI"
"SYR","male","athletics",29,"NO"
"MNE","female","handball",26,"NO"
"KOS","female","judo",25,"SI"
"USA","male","rugby sevens",25,"NO"
"USA","female","aquatics",19,"SI"
"JPN","female","hockey",27,"NO"
"JPN","female","basketball",27,"NO"
"JPN","female","rugby sevens",25,"NO"
"JPN","male","sailing",32,"NO"
"GUI","female","athletics",22,"NO"
"TUN","male","handball",35,"NO"
"MNE","male","aquatics",20,"NO"
"ARM","male","wrestling",29,"NO"
"BLR","male","athletics",24,"NO"
"RUS","male","sailing",38,"NO"
"AZE","male","cycling",31,"NO"
"UKR","male","aquatics",20,"NO"
"UKR","male","fencing",34,"NO"
"UKR","male","gymnastics",24,"NO"
"GER","female","athletics",22,"NO"
"TUN","male","tennis",32,"NO"
"POL","female","sailing",28,"NO"
"POL","female","athletics",24,"NO"
"POL","female","fencing",28,"NO"
"POL","female","cycling",27,"NO"
"POL","female","cycling",32,"NO"
"MAR","female","athletics",29,"NO"
"SWE","female","equestrian",41,"NO"
"SWE","female","wrestling",28,"NO"
"NOR","female","shooting",23,"NO"
"ROU","female","fencing",20,"NO"
"USA","female","football",18,"NO"
"GER","male","rowing",23,"SI"
"POL","female","athletics",22,"NO"
"GUI","female","judo",23,"NO"
"MLI","male","athletics",32,"NO"
"FRA","male","athletics",30,"NO"
"EGY","male","volleyball",27,"NO"
"EGY","male","handball",28,"NO"
"SEN","female","basketball",31,"NO"
"FRA","male","athletics",27,"NO"
"KAZ","male","wrestling",24,"NO"
"RSA","female","football",28,"NO"
"JPN","female","judo",22,"NO"
"CIV","female","taekwondo",28,"NO"
"AZE","male","judo",23,"NO"
"FRA","male","athletics",28,"NO"
"SYR","male","weightlifting",23,"NO"
"CHN","male","rowing",21,"NO"
"HKG","female","fencing",22,"NO"
"CHN","female","football",21,"NO"
"JPN","female","sailing",23,"NO"
"IND","male","shooting",40,"NO"
"MGL","male","wrestling",30,"NO"
"CAN","female","boxing",29,"NO"
"GER","female","football",28,"SI"
"NED","female","sailing",29,"NO"
"POR","male","football",22,"NO"
"ESP","male","hockey",26,"NO"
"ITA","male","canoe",25,"NO"
"SRI","male","shooting",36,"NO"
"DEN","male","football",23,"NO"
"IND","female","table tennis",21,"NO"
"ITA","female","aquatics",29,"NO"
"IND","male","athletics",25,"NO"
"FRA","male","rugby sevens",31,"NO"
"IND","male","boxing",30,"NO"
"FRA","female","fencing",20,"NO"
"FRA","female","canoe",22,"NO"
"FRA","female","handball",24,"SI"
"FRA","female","cycling",26,"NO"
"IND","female","athletics",26,"NO"
"IND","male","hockey",24,"NO"
"CHN","female","athletics",19,"NO"
"CUB","male","gymnastics",20,"NO"
"LTU","male","basketball",30,"NO"
"IND","male","badminton",24,"NO"
"ARG","male","basketball",39,"NO"
"VEN","male","wrestling",29,"NO"
"ARG","male","hockey",31,"SI"
"ITA","male","boxing",24,"NO"
"COL","male","athletics",22,"NO"
"ESP","male","equestrian",41,"NO"
"GER","male","cycling",34,"NO"
"PUR","male","triathlon",32,"NO"
"MEX","male","football",23,"NO"
"ANG","male","sailing",29,"NO"
"GUA","male","cycling",32,"NO"
"CRO","male","handball",28,"NO"
"BRA","male","equestrian",23,"NO"
"ARG","female","handball",25,"NO"
"BEL","female","athletics",28,"NO"
"FIJ","male","weightlifting",26,"NO"
"BRA","female","aquatics",27,"NO"
"ISR","female","athletics",26,"NO"
"COM","male","athletics",26,"NO"
"USA","female","cycling",31,"NO"
"ESP","male","tennis",34,"SI"
"ESP","male","aquatics",31,"NO"
"RSA","male","athletics",33,"NO"
"GER","male","judo",25,"NO"
"ESP","male","aquatics",28,"NO"
"ESP","male","hockey",29,"NO"
"ESP","male","aquatics",24,"NO"
"GER","male","badminton",32,"NO"
"FRA","male","aquatics",20,"SI"
"GER","male","rowing",39,"NO"
"SVK","male","athletics",29,"NO"
"GER","male","gymnastics",29,"NO"
"SUI","female","equestrian",51,"NO"
"CRO","female","aquatics",20,"NO"
"BRA","male","basketball",33,"NO"
"ITA","male","rowing",32,"NO"
"PAR","male","table tennis",23,"NO"
"ESA","male","aquatics",20,"NO"
"BRA","male","aquatics",25,"NO"
"HON","male","football",23,"NO"
"BRA","male","tennis",33,"NO"
"HON","male","football",21,"NO"
"CUB","female","gymnastics",17,"NO"
"POL","male","rowing",32,"NO"
"POL","male","athletics",24,"NO"
"POL","male","athletics",29,"NO"
"POL","male","tennis",35,"NO"
"POL","male","canoe",32,"NO"
"POL","male","aquatics",20,"NO"
"BRA","male","equestrian",37,"NO"
"BRA","male","equestrian",41,"NO"
"BRA","male","athletics",22,"NO"
"BOL","male","athletics",22,"NO"
"ITA","male","cycling",32,"NO"
"ITA","male","aquatics",28,"NO"
"MEX","male","football",22,"NO"
"ITA","male","rowing",24,"SI"
"ITA","male","fencing",23,"SI"
"ITA","male","archery",33,"NO"
"BRA","male","sailing",27,"NO"
"CHI","male","volleyball",27,"NO"
"ITA","male","shooting",38,"SI"
"GER","male","aquatics",26,"NO"
"ITA","male","athletics",38,"NO"
"ITA","male","aquatics",26,"NO"
"ITA","male","athletics",35,"NO"
"ITA","male","shooting",40,"NO"
"ITA","male","aquatics",26,"SI"
"ARG","male","basketball",24,"NO"
"POR","male","table tennis",28,"NO"
"BRA","male","aquatics",26,"NO"
"MEX","male","table tennis",30,"NO"
"BRA","male","hockey",23,"NO"
"ESP","male","rugby sevens",29,"NO"
"MEX","male","canoe",21,"NO"
"NZL","male","hockey",25,"NO"
"BRA","male","archery",18,"NO"
"NZL","male","tennis",27,"NO"
"TTO","male","athletics",30,"NO"
"GBR","male","badminton",27,"SI"
"AUS","male","golf",38,"NO"
"GER","male","canoe",27,"SI"
"GBR","male","fencing",26,"NO"
"SWE","male","judo",26,"NO"
"SWE","male","shooting",26,"SI"
"BRA","male","basketball",32,"NO"
"ESP","male","canoe",22,"SI"
"GBR","male","rugby sevens",25,"SI"
"ETH","female","athletics",27,"SI"
"GER","female","judo",32,"NO"
"GER","female","rowing",26,"NO"
"CZE","male","canoe",24,"NO"
"LAT","male","athletics",30,"NO"
"PHI","female","athletics",35,"NO"
"NED","female","volleyball",28,"NO"
"GBR","female","athletics",31,"NO"
"NGR","female","athletics",23,"NO"
"KEN","female","athletics",21,"SI"
"MEX","female","athletics",31,"NO"
"RUS","female","gymnastics",21,"SI"
"KAZ","female","athletics",30,"NO"
"KAZ","female","weightlifting",24,"NO"
"FRA","female","aquatics",24,"NO"
"FRA","female","aquatics",24,"NO"
"USA","female","modern pentathlon",25,"NO"
"ITA","female","athletics",29,"NO"
"ITA","female","aquatics",21,"NO"
"HUN","female","triathlon",30,"NO"
"NED","female","hockey",27,"SI"
"SSD","female","athletics",19,"NO"
"BLR","female","canoe",24,"SI"
"NED","female","judo",31,"NO"
"NOR","female","handball",26,"SI"
"RSA","female","triathlon",30,"NO"
"ECU","female","weightlifting",36,"NO"
"CPV","female","taekwondo",23,"NO"
"POL","female","athletics",20,"NO"
"ARG","female","hockey",32,"NO"
"ARG","female","fencing",31,"NO"
"GRE","female","athletics",25,"NO"
"ESP","female","judo",28,"NO"
"CAN","female","athletics",23,"NO"
"RUS","female","aquatics",19,"SI"
"ARG","female","sailing",26,"NO"
"BRA","female","aquatics",24,"NO"
"COL","female","rugby sevens",21,"NO"
"ARG","female","hockey",26,"NO"
"ESP","female","rugby sevens",31,"NO"
"BRA","female","aquatics",18,"NO"
"SVK","female","athletics",28,"NO"
"RUS","female","table tennis",29,"NO"
"BRA","female","aquatics",21,"NO"
"ECU","female","athletics",41,"NO"
"ITA","female","aquatics",32,"NO"
"ITA","female","athletics",30,"NO"
"HUN","female","sailing",18,"NO"
"PAN","female","aquatics",18,"NO"
"CHI","female","weightlifting",24,"NO"
"ARG","female","cycling",35,"NO"
"SVK","female","athletics",36,"NO"
"ARG","female","hockey",21,"NO"
"MEX","female","athletics",27,"SI"
"MEX","female","athletics",21,"NO"
"VEN","female","wrestling",25,"NO"
"BLR","female","gymnastics",19,"NO"
"GER","female","aquatics",27,"NO"
"POR","female","athletics",31,"NO"
"ESP","female","hockey",26,"NO"
"ESP","female","hockey",32,"NO"
"USA","female","athletics",30,"NO"
"NOR","female","sailing",24,"NO"
"ARG","female","hockey",32,"NO"
"INA","female","athletics",26,"NO"
"ARG","female","hockey",19,"NO"
"RUS","female","gymnastics",21,"SI"
"ARG","female","athletics",39,"NO"
"PUR","female","judo",27,"NO"
"BRA","female","judo",28,"NO"
"GRE","female","wrestling",25,"NO"
"ESP","female","rugby sevens",30,"NO"
"EST","female","aquatics",20,"NO"
"ESP","female","hockey",26,"NO"
"GER","female","wrestling",25,"NO"
"POL","female","rowing",25,"SI"
"BRA","female","judo",28,"NO"
"ARG","female","sailing",22,"NO"
"RUS","female","gymnastics",19,"SI"
"SUI","female","aquatics",27,"NO"
"UKR","female","badminton",25,"NO"
"RUS","female","golf",30,"NO"
"NED","female","hockey",22,"SI"
"ESP","female","aquatics",20,"NO"
"POL","female","rowing",21,"NO"
"ESP","female","athletics",28,"NO"
"ESP","female","aquatics",30,"NO"
"MEX","female","taekwondo",29,"SI"
"ITA","female","athletics",27,"NO"
"AUS","female","volleyball",23,"NO"
"AUS","female","hockey",21,"NO"
"COL","female","golf",26,"NO"
"LBR","female","athletics",22,"NO"
"GUI","female","aquatics",16,"NO"
"NIG","female","athletics",19,"NO"
"ROU","male","gymnastics",36,"NO"
"SVK","male","shooting",32,"NO"
"ROU","male","athletics",34,"NO"
"KAZ","female","judo",28,"NO"
"MDA","female","wrestling",24,"NO"
"MHL","female","athletics",18,"NO"
"BRA","female","aquatics",20,"NO"
"COL","female","tennis",27,"NO"
"URU","female","sailing",34,"NO"
"COL","female","cycling",25,"SI"
"BRA","female","rugby sevens",29,"NO"
"LIB","female","table tennis",39,"NO"
"BRA","female","judo",26,"NO"
"ITA","female","aquatics",28,"NO"
"HUN","female","wrestling",33,"NO"
"AUS","female","basketball",27,"NO"
"NOR","female","golf",30,"NO"
"NED","female","cycling",29,"NO"
"ARG","male","handball",29,"NO"
"ARG","male","athletics",34,"NO"
"CUB","female","judo",26,"NO"
"FRA","female","athletics",27,"NO"
"CRC","female","aquatics",26,"NO"
"FRA","female","football",28,"NO"
"FRA","female","rowing",31,"NO"
"GER","female","hockey",25,"SI"
"FRA","female","handball",22,"SI"
"FRA","female","sailing",35,"NO"
"FRA","female","aquatics",19,"NO"
"JPN","female","rugby sevens",27,"NO"
"GER","female","rowing",25,"NO"
"CAN","female","weightlifting",28,"NO"
"CAN","female","football",34,"NO"
"FRA","female","fencing",25,"NO"
"CIV","female","athletics",28,"NO"
"GER","female","athletics",26,"NO"
"GER","female","rowing",35,"NO"
"SEN","female","basketball",29,"NO"
"FRA","female","canoe",29,"NO"
"USA","female","fencing",31,"SI"
"FRA","female","basketball",27,"NO"
"USA","female","athletics",24,"NO"
"DOM","female","athletics",28,"NO"
"RUS","female","triathlon",26,"NO"
"RUS","female","aquatics",21,"SI"
"MNE","female","handball",31,"NO"
"CRO","female","shooting",33,"NO"
"CRO","female","athletics",40,"NO"
"NED","female","athletics",21,"NO"
"POL","female","athletics",28,"NO"
"BRA","male","athletics",39,"NO"
"BRA","female","athletics",38,"NO"
"CRO","male","tennis",28,"NO"
"CRO","male","tennis",25,"NO"
"RUS","female","equestrian",25,"NO"
"ESP","female","sailing",31,"NO"
"BLR","female","athletics",29,"NO"
"ESP","female","rugby sevens",27,"NO"
"BRA","female","archery",27,"NO"
"BRA","female","aquatics",33,"NO"
"AZE","female","gymnastics",19,"NO"
"UZB","female","athletics",26,"NO"
"MDA","female","athletics",30,"NO"
"MNE","female","handball",23,"NO"
"RUS","female","handball",27,"SI"
"PLW","female","canoe",22,"NO"
"BRA","female","aquatics",29,"NO"
"CUB","female","weightlifting",21,"NO"
"FRA","female","gymnastics",16,"NO"
"FRA","female","gymnastics",22,"NO"
"FRA","female","basketball",21,"NO"
"FRA","female","gymnastics",24,"NO"
"GUA","male","athletics",27,"NO"
"ESP","male","hockey",24,"NO"
"SUI","male","rowing",31,"SI"
"CRO","male","basketball",21,"NO"
"BRA","male","athletics",37,"NO"
"AUT","male","canoe",19,"NO"
"CUB","male","volleyball",34,"NO"
"ESP","male","triathlon",26,"NO"
"ITA","male","rowing",26,"NO"
"CRO","male","aquatics",28,"NO"
"USA","female","sailing",21,"NO"
"CYP","male","gymnastics",19,"NO"
"LAT","male","cycling",29,"NO"
"TTO","female","gymnastics",19,"NO"
"SUI","female","athletics",26,"NO"
"ARG","female","handball",30,"NO"
"MEX","female","athletics",33,"NO"
"CAN","female","athletics",22,"NO"
"NED","female","sailing",28,"SI"
"NOR","female","handball",31,"SI"
"ECU","female","athletics",28,"NO"
"GUA","female","athletics",22,"NO"
"ROU","male","athletics",33,"NO"
"ROU","male","rowing",24,"NO"
"LTU","male","basketball",22,"NO"
"ROU","male","athletics",32,"NO"
"ROU","male","aquatics",24,"NO"
"LTU","male","athletics",22,"NO"
"LTU","male","athletics",31,"NO"
"POL","male","handball",34,"NO"
"POL","male","volleyball",30,"NO"
"KAZ","female","shooting",28,"NO"
"KGZ","female","athletics",26,"NO"
"USA","female","aquatics",26,"NO"
"UKR","female","canoe",27,"NO"
"UKR","female","athletics",29,"NO"
"UKR","female","athletics",27,"NO"
"AZE","female","wrestling",28,"SI"
"KAZ","female","athletics",22,"NO"
"FRA","female","rugby sevens",26,"NO"
"ZIM","female","football",29,"NO"
"GBR","male","rowing",29,"NO"
"GBR","male","rugby sevens",23,"SI"
"GBR","male","cycling",31,"SI"
"GBR","male","athletics",29,"NO"
"IRL","male","athletics",23,"NO"
"GBR","male","hockey",31,"NO"
"AUS","male","hockey",32,"NO"
"IRL","male","equestrian",43,"NO"
"CAN","male","canoe",33,"NO"
"DEN","male","wrestling",32,"SI"
"HUN","male","aquatics",22,"NO"
"CAN","male","hockey",29,"NO"
"GBR","male","rugby sevens",32,"SI"
"NZL","male","equestrian",60,"NO"
"CAN","male","canoe",32,"NO"
"ESP","male","aquatics",25,"NO"
"CZE","female","volleyball",28,"NO"
"CRO","male","basketball",20,"NO"
"QAT","male","handball",31,"NO"
"SLO","male","handball",30,"NO"
"CRO","male","aquatics",25,"SI"
"MKD","male","aquatics",24,"NO"
"PER","male","shooting",28,"NO"
"CRO","male","handball",30,"NO"
"CRO","male","aquatics",23,"SI"
"CRO","male","handball",22,"NO"
"SRB","male","rowing",31,"NO"
"SRB","male","canoe",27,"NO"
"SRB","male","basketball",30,"SI"
"SRB","male","canoe",26,"SI"
"GER","male","volleyball",30,"NO"
"CAN","male","aquatics",19,"NO"
"NED","female","volleyball",28,"NO"
"GER","female","sailing",31,"NO"
"CUB","female","cycling",24,"NO"
"ECU","male","boxing",23,"NO"
"NED","female","hockey",23,"SI"
"MOZ","male","judo",34,"NO"
"CRO","male","aquatics",29,"SI"
"TUN","male","handball",26,"NO"
"TUN","male","handball",33,"NO"
"FRA","female","athletics",20,"NO"
"BRA","male","football",22,"SI"
"NED","female","aquatics",16,"NO"
"EST","male","weightlifting",26,"NO"
"BRA","female","football",30,"NO"
"ESP","female","aquatics",23,"NO"
