"nacionality","sex","sport","edad","medallas"
"SWE","female","athletics",22,"NO"
"JOR","male","aquatics",18,"NO"
"TUN","female","rowing",21,"NO"
"MAR","female","boxing",25,"NO"
"MAS","male","archery",25,"NO"
"MAS","male","sailing",23,"NO"
"UAE","male","shooting",31,"NO"
"IOA","male","shooting",38,"NO"
"TUN","male","handball",27,"NO"
"TUN","male","canoe",26,"NO"
"EGY","male","table tennis",24,"NO"
"MAR","male","weightlifting",21,"NO"
"TTO","female","athletics",18,"NO"
"CAN","female","athletics",22,"NO"
"RUS","male","judo",23,"SI"
"COL","female","rugby sevens",24,"NO"
"GEO","female","archery",42,"NO"
"MAS","female","badminton",27,"NO"
"FRA","female","football",26,"NO"
"IND","male","athletics",30,"NO"
"AZE","male","wrestling",33,"SI"
"UKR","female","athletics",28,"NO"
"MGL","male","wrestling",24,"NO"
"IND","female","athletics",23,"NO"
"CAN","female","basketball",20,"NO"
"USA","female","gymnastics",18,"NO"
"IRI","male","weightlifting",25,"SI"
"USA","male","athletics",35,"NO"
"IRL","male","gymnastics",27,"NO"
"CAN","female","aquatics",22,"NO"
"BAR","female","athletics",26,"NO"
"JPN","male","equestrian",44,"NO"
"KOR","female","hockey",26,"NO"
"NED","female","tennis",25,"NO"
"JPN","female","gymnastics",19,"NO"
"USA","female","aquatics",23,"SI"
"FRA","male","judo",27,"NO"
"SWE","male","athletics",26,"NO"
"SWE","male","handball",34,"NO"
"GER","female","gymnastics",27,"NO"
"SKN","male","athletics",40,"NO"
"USA","female","athletics",30,"NO"
"CAN","female","basketball",32,"NO"
"AUS","female","athletics",32,"NO"
"NED","female","judo",25,"NO"
"FRA","male","basketball",28,"NO"
"VIE","male","weightlifting",22,"NO"
"AUS","female","rowing",31,"SI"
"BEL","female","aquatics",27,"NO"
"PER","female","athletics",23,"NO"
"USA","female","volleyball",27,"SI"
"CAN","female","athletics",27,"NO"
"USA","female","shooting",37,"SI"
"JAM","female","athletics",28,"NO"
"IRI","female","taekwondo",18,"SI"
"JPN","male","sailing",32,"NO"
"SRI","female","aquatics",17,"NO"
"VIN","female","athletics",30,"NO"
"HKG","male","cycling",25,"NO"
"POL","female","volleyball",26,"NO"
"NGR","male","football",21,"SI"
"KEN","male","judo",35,"NO"
"RUS","female","canoe",23,"NO"
"NED","female","aquatics",22,"NO"
"GER","female","volleyball",26,"SI"
"THA","male","golf",27,"NO"
"GRN","male","athletics",24,"SI"
"RUS","male","judo",28,"NO"
"KAZ","male","table tennis",20,"NO"
"RUS","male","shooting",24,"SI"
"RUS","male","canoe",30,"NO"
"RUS","male","aquatics",21,"NO"
"IRL","male","hockey",22,"NO"
"BEL","female","tennis",30,"NO"
"RSA","female","rowing",28,"NO"
"NZL","female","hockey",25,"NO"
"CAN","female","triathlon",28,"NO"
"NED","female","cycling",34,"NO"
"CAN","female","cycling",28,"SI"
"PHI","female","taekwondo",27,"NO"
"AUS","female","hockey",27,"NO"
"GBR","female","badminton",23,"NO"
"ZIM","female","aquatics",33,"NO"
"NZL","female","football",30,"NO"
"HKG","female","athletics",28,"NO"
"FIJ","male","rugby sevens",23,"SI"
"GBR","female","equestrian",34,"NO"
"NED","female","hockey",28,"SI"
"TUR","female","athletics",24,"NO"
"NOR","male","rowing",26,"SI"
"CZE","female","golf",22,"NO"
"POL","female","shooting",22,"NO"
"POL","female","tennis",32,"NO"
"POL","female","athletics",24,"NO"
"ARG","male","sailing",21,"NO"
"USA","male","basketball",26,"SI"
"BRA","male","cycling",31,"NO"
"BRA","male","athletics",31,"NO"
"PHI","male","judo",23,"NO"
"BEL","male","athletics",27,"NO"
"JPN","male","cycling",28,"NO"
"JPN","male","gymnastics",27,"SI"
"JPN","male","cycling",31,"NO"
"JPN","male","athletics",22,"NO"
"JPN","male","athletics",31,"NO"
"JPN","male","aquatics",26,"NO"
"JPN","male","gymnastics",27,"SI"
"JPN","male","table tennis",22,"SI"
"JPN","male","equestrian",27,"NO"
"IRI","male","wrestling",28,"SI"
"TJK","male","judo",23,"NO"
"JPN","female","athletics",23,"NO"
"POL","male","athletics",19,"NO"
"POL","male","aquatics",27,"NO"
"GRE","male","athletics",30,"NO"
"GRE","male","athletics",29,"NO"
"GRE","male","athletics",30,"NO"
"RUS","male","volleyball",27,"NO"
"GRE","male","aquatics",28,"NO"
"GRE","male","aquatics",23,"NO"
"GRE","male","aquatics",28,"NO"
"GER","female","athletics",19,"NO"
"CAN","male","wrestling",30,"NO"
"SWE","female","football",27,"SI"
"RUS","male","volleyball",31,"NO"
"JPN","male","aquatics",22,"SI"
"JPN","male","football",21,"NO"
"JPN","male","athletics",23,"NO"
"IND","male","hockey",24,"NO"
"JPN","female","volleyball",26,"NO"
"AUS","female","aquatics",22,"NO"
"MAR","female","athletics",27,"NO"
"CRO","male","handball",26,"NO"
"IND","male","boxing",24,"NO"
"CAN","female","athletics",39,"NO"
"CHI","female","aquatics",31,"NO"
"GRE","female","aquatics",24,"NO"
"USA","female","gymnastics",19,"NO"
"USA","female","athletics",28,"SI"
"NOR","male","triathlon",22,"NO"
"SRB","male","wrestling",32,"NO"
"GRE","male","aquatics",23,"NO"
"USA","male","aquatics",24,"NO"
"SWE","male","table tennis",25,"NO"
"NOR","male","sailing",31,"NO"
"GBR","male","gymnastics",27,"NO"
"BUL","male","rowing",25,"NO"
"FIN","female","athletics",24,"NO"
"CRO","male","cycling",29,"NO"
"USA","female","cycling",43,"SI"
"GER","female","athletics",26,"NO"
"GER","female","equestrian",30,"SI"
"GBR","female","equestrian",46,"NO"
"CZE","female","badminton",28,"NO"
"RUS","female","aquatics",22,"NO"
"EST","female","fencing",31,"NO"
"FRA","female","tennis",23,"NO"
"TJK","female","athletics",28,"NO"
"GER","female","hockey",32,"SI"
"CAN","female","volleyball",29,"NO"
"GER","female","cycling",26,"SI"
"GEO","female","archery",31,"NO"
"HUN","male","aquatics",19,"NO"
"NOR","male","rowing",28,"SI"
"AUS","female","equestrian",38,"NO"
"CZE","female","rowing",24,"NO"
"HUN","male","aquatics",19,"NO"
"HUN","male","athletics",34,"NO"
"HUN","male","aquatics",31,"NO"
"HUN","male","judo",22,"NO"
"HUN","female","canoe",36,"SI"
"HUN","female","aquatics",22,"NO"
"HUN","female","athletics",34,"NO"
"CRO","male","basketball",31,"NO"
"POL","male","rowing",28,"NO"
"POL","male","athletics",27,"NO"
"POL","male","handball",33,"NO"
"POL","male","cycling",25,"NO"
"RUS","female","judo",28,"NO"
"RUS","female","archery",27,"SI"
"EST","female","athletics",30,"NO"
"FRA","female","gymnastics",21,"NO"
"UKR","female","fencing",22,"NO"
"UKR","female","aquatics",30,"NO"
"ZIM","female","football",26,"NO"
"PRK","female","weightlifting",23,"SI"
"PRK","female","aquatics",17,"NO"
"PRK","male","judo",26,"NO"
"KOR","male","athletics",25,"NO"
"PRK","female","athletics",28,"NO"
"IND","female","wrestling",27,"NO"
"JPN","female","athletics",25,"NO"
"TPE","male","shooting",18,"NO"
"THA","male","judo",21,"NO"
"IND","male","athletics",29,"NO"
"CAM","male","athletics",39,"NO"
"MOZ","male","athletics",31,"NO"
"GRN","male","athletics",28,"NO"
"AUS","male","athletics",19,"NO"
"JPN","female","aquatics",25,"SI"
"RSA","male","rugby sevens",23,"SI"
"HKG","male","table tennis",19,"NO"
"RSA","male","football",23,"NO"
"AUS","female","football",25,"NO"
"KOR","female","shooting",26,"NO"
"RSA","male","rugby sevens",29,"SI"
"AUS","male","aquatics",18,"SI"
"USA","male","athletics",26,"SI"
"RSA","male","cycling",22,"NO"
"GBR","male","tennis",21,"NO"
"GBR","male","cycling",23,"NO"
"USA","male","wrestling",21,"SI"
"IRL","male","hockey",25,"NO"
"TTO","male","athletics",28,"NO"
"USA","male","basketball",30,"SI"
"CAN","male","judo",23,"NO"
"MLT","male","weightlifting",29,"NO"
"NED","male","aquatics",20,"NO"
"CAN","female","aquatics",20,"SI"
"BLR","female","gymnastics",17,"NO"
"IND","male","shooting",25,"NO"
"PRK","male","wrestling",27,"NO"
"PRK","female","judo",26,"NO"
"KOR","male","fencing",32,"NO"
"CYP","male","athletics",32,"NO"
"GRE","male","aquatics",25,"NO"
"USA","male","basketball",24,"SI"
"KOR","male","football",22,"NO"
"KOR","female","badminton",26,"SI"
"KOR","female","athletics",34,"NO"
"KOR","male","aquatics",26,"NO"
"RSA","male","athletics",31,"NO"
"AUS","male","canoe",28,"SI"
"SVK","male","canoe",33,"SI"
"COL","female","football",24,"NO"
"COL","female","table tennis",35,"NO"
"LAO","female","athletics",20,"NO"
"DEN","female","sailing",24,"NO"
"AUS","female","shooting",26,"NO"
"ISR","female","golf",24,"NO"
"CMR","female","volleyball",23,"NO"
"FRA","female","basketball",29,"NO"
"FRA","female","judo",31,"NO"
"FRA","female","football",25,"NO"
"ESP","female","basketball",37,"SI"
"BRA","female","wrestling",24,"NO"
"SEN","female","basketball",27,"NO"
"IND","male","athletics",22,"NO"
"IND","female","athletics",27,"NO"
"AUS","female","shooting",53,"NO"
"TTO","male","athletics",28,"NO"
"BAH","female","athletics",29,"NO"
"GBR","female","canoe",27,"NO"
"BAR","female","aquatics",23,"NO"
"CAN","female","athletics",32,"NO"
"CAY","female","aquatics",22,"NO"
"ESP","female","handball",24,"NO"
"FRA","female","aquatics",25,"NO"
"GBR","female","equestrian",28,"NO"
"GER","female","athletics",25,"NO"
"TUR","female","basketball",30,"NO"
"BRA","female","aquatics",29,"NO"
"AUT","female","sailing",22,"NO"
"BEN","female","aquatics",16,"NO"
"ALG","male","athletics",28,"NO"
"BIH","female","judo",25,"NO"
"BRA","female","handball",24,"NO"
"AUS","female","football",20,"NO"
"BRA","female","volleyball",34,"NO"
"BRA","female","aquatics",23,"NO"
"AUS","female","gymnastics",24,"NO"
"GER","male","football",27,"SI"
"GER","male","volleyball",26,"NO"
"SUI","male","cycling",23,"NO"
"NOR","male","cycling",32,"NO"
"GER","male","rowing",30,"NO"
"GEO","male","judo",24,"SI"
"GEO","male","weightlifting",23,"SI"
"GEO","male","athletics",23,"NO"
"USA","male","athletics",30,"SI"
"TUR","female","canoe",28,"NO"
"DEN","male","cycling",24,"SI"
"DEN","male","handball",33,"SI"
"DEN","male","football",29,"NO"
"HUN","male","aquatics",31,"SI"
"HUN","male","judo",29,"NO"
"BAH","male","athletics",22,"NO"
"AUS","female","football",27,"NO"
"LTU","female","modern pentathlon",32,"NO"
"FRA","female","aquatics",24,"NO"
"GER","female","football",24,"SI"
"CAN","female","cycling",30,"SI"
"ROU","female","handball",27,"NO"
"NED","female","volleyball",26,"NO"
"ESP","female","aquatics",26,"NO"
"ESP","female","basketball",24,"SI"
"ITA","female","volleyball",27,"NO"
"FRA","female","handball",23,"SI"
"ESP","female","judo",32,"NO"
"COL","female","rugby sevens",23,"NO"
"USA","female","equestrian",29,"SI"
"AUS","female","basketball",33,"NO"
"LAT","female","athletics",24,"NO"
"USA","female","equestrian",51,"NO"
"GER","female","triathlon",20,"NO"
"ESP","female","aquatics",28,"NO"
"GER","female","volleyball",30,"SI"
"FRA","female","aquatics",23,"NO"
"ITA","female","rowing",32,"NO"
"GBR","female","athletics",23,"NO"
"GER","female","athletics",21,"NO"
"ESP","female","basketball",27,"SI"
"NED","female","hockey",21,"NO"
"EST","female","archery",22,"NO"
"ROU","female","rowing",22,"SI"
"ESP","female","basketball",20,"SI"
"AND","female","judo",30,"NO"
"HUN","female","badminton",24,"NO"
"GER","female","tennis",28,"NO"
"NED","female","cycling",23,"NO"
"ITA","female","aquatics",25,"SI"
"GBR","female","cycling",24,"SI"
"GBR","female","hockey",28,"SI"
"GER","female","judo",26,"SI"
"BEL","female","gymnastics",19,"NO"
"GBR","female","athletics",25,"NO"
"GBR","female","athletics",31,"NO"
"USA","female","gymnastics",17,"NO"
"NED","female","athletics",21,"NO"
"NED","female","handball",26,"NO"
"PUR","female","equestrian",28,"NO"
"NZL","female","aquatics",29,"NO"
"USA","female","hockey",31,"NO"
"USA","female","rugby sevens",25,"NO"
"NZL","female","cycling",27,"NO"
"USA","female","volleyball",34,"NO"
"USA","female","gymnastics",16,"SI"
"USA","female","equestrian",29,"NO"
"FRA","female","fencing",24,"NO"
"AUS","female","cycling",25,"NO"
"USA","female","rowing",28,"SI"
"GBR","female","badminton",25,"NO"
"AUS","female","athletics",28,"NO"
"CAN","female","rowing",27,"NO"
"AUT","female","archery",42,"NO"
"FRA","female","shooting",40,"NO"
"GBR","male","fencing",32,"NO"
"BEL","male","cycling",21,"NO"
"LUX","male","aquatics",27,"NO"
"BRA","male","rugby sevens",22,"NO"
"ISV","male","boxing",26,"NO"
"FRA","female","cycling",25,"NO"
"NED","female","hockey",22,"SI"
"NED","female","cycling",29,"NO"
"FRA","female","handball",31,"SI"
"GER","male","rowing",26,"SI"
"ARG","male","football",23,"NO"
"FIJ","female","rugby sevens",26,"NO"
"ISV","female","athletics",35,"NO"
"RSA","male","rowing",26,"SI"
"GBR","male","athletics",26,"NO"
"JOR","male","triathlon",31,"NO"
"GBR","male","boxing",24,"NO"
"IND","female","archery",27,"NO"
"CUB","male","boxing",25,"SI"
"CUB","male","athletics",19,"NO"
"USA","female","cycling",33,"NO"
"FRA","female","canoe",24,"NO"
"SUI","female","athletics",26,"NO"
"AUS","female","aquatics",27,"NO"
"CAN","female","cycling",26,"NO"
"AUS","female","aquatics",21,"SI"
"JAM","female","athletics",24,"NO"
"USA","female","aquatics",21,"SI"
"IND","male","tennis",43,"NO"
"RSA","female","football",27,"NO"
"CAN","male","cycling",24,"NO"
"BRA","male","basketball",34,"NO"
"ARG","male","boxing",23,"NO"
"POR","male","football",22,"NO"
"ARG","male","football",20,"NO"
"CUB","male","athletics",20,"NO"
"AUS","female","badminton",25,"NO"
"LES","male","athletics",34,"NO"
"RSA","male","football",20,"NO"
"RSA","male","athletics",26,"NO"
"RSA","female","football",25,"NO"
"USA","female","fencing",22,"NO"
"CAN","male","sailing",28,"NO"
"RSA","female","rowing",28,"NO"
"BAH","male","athletics",35,"NO"
"CHN","male","gymnastics",24,"SI"
"CHN","male","sailing",33,"NO"
"UKR","male","table tennis",29,"NO"
"BRA","female","volleyball",31,"NO"
"COL","female","football",20,"NO"
"COL","female","football",19,"NO"
"COL","female","weightlifting",26,"NO"
"VEN","female","archery",32,"NO"
"EGY","female","aquatics",20,"NO"
"EST","female","athletics",31,"NO"
"AUS","female","basketball",31,"NO"
"CUB","male","boxing",24,"NO"
"PUR","female","weightlifting",31,"NO"
"ETH","male","athletics",22,"NO"
"GER","female","football",30,"SI"
"AUT","female","aquatics",19,"NO"
"GER","female","modern pentathlon",30,"NO"
"GER","female","athletics",24,"NO"
"BHU","female","shooting",24,"NO"
"ECU","male","judo",23,"NO"
"CZE","female","rowing",25,"NO"
"GBR","female","athletics",30,"NO"
"ARG","male","basketball",31,"NO"
"GER","male","football",21,"NO"
"IRL","female","golf",22,"NO"
"USA","male","athletics",30,"NO"
"SIN","male","sailing",24,"NO"
"GER","male","football",23,"NO"
"CRC","male","triathlon",32,"NO"
"ARG","male","handball",34,"NO"
"BRA","male","handball",22,"NO"
"BRA","male","aquatics",25,"NO"
"FIJ","male","rugby sevens",28,"SI"
"CUB","male","athletics",29,"NO"
"DOM","male","boxing",22,"NO"
"UZB","male","athletics",33,"NO"
"GER","female","gymnastics",23,"NO"
"GER","female","aquatics",19,"NO"
"GER","female","aquatics",17,"NO"
"GER","female","football",24,"SI"
"ESP","female","basketball",25,"SI"
"CAN","female","fencing",22,"NO"
"CYP","female","athletics",22,"NO"
"CZE","male","cycling",29,"NO"
"FSM","female","athletics",19,"NO"
"CAN","female","rowing",57,"NO"
"FIJ","male","athletics",28,"NO"
"SKN","male","athletics",24,"NO"
"ARG","female","volleyball",31,"NO"
"ESP","female","basketball",21,"SI"
"BRA","female","athletics",20,"NO"
"CUB","male","shooting",39,"NO"
"ARM","male","wrestling",26,"NO"
"GER","male","taekwondo",28,"NO"
"LCA","female","athletics",32,"NO"
"BAR","male","athletics",21,"NO"
"ARM","male","athletics",21,"NO"
"AUS","male","rugby sevens",23,"NO"
"NZL","male","rugby sevens",22,"NO"
"USA","female","golf",21,"NO"
"USA","female","athletics",20,"NO"
"CUB","female","modern pentathlon",24,"NO"
"IRI","female","athletics",33,"NO"
"CHN","female","shooting",34,"SI"
"CHN","female","aquatics",23,"SI"
"CHN","female","volleyball",24,"SI"
"CHN","female","football",25,"NO"
"USA","female","aquatics",21,"SI"
"CUB","female","athletics",20,"NO"
"AUS","male","athletics",30,"NO"
"ITA","male","cycling",24,"NO"
"GBR","male","canoe",32,"SI"
"GBR","male","cycling",27,"NO"
"GBR","male","table tennis",23,"NO"
"CHN","female","triathlon",22,"NO"
"COL","female","football",24,"NO"
"PAK","female","aquatics",19,"NO"
"BEL","female","badminton",26,"NO"
"ITA","female","athletics",33,"NO"
"CZE","female","shooting",24,"NO"
"CUB","female","rowing",23,"NO"
"NED","female","hockey",26,"SI"
"ESP","female","weightlifting",31,"SI"
"CPV","female","athletics",22,"NO"
"UKR","female","archery",23,"NO"
"NED","female","gymnastics",25,"NO"
"NED","male","athletics",27,"NO"
"NED","female","rowing",26,"NO"
"EST","female","athletics",24,"NO"
"EST","female","athletics",31,"NO"
"CHN","female","sailing",29,"NO"
"CHN","female","athletics",27,"NO"
"CHN","male","weightlifting",23,"NO"
"CHN","male","aquatics",27,"NO"
"GRE","male","athletics",26,"NO"
"MDA","female","athletics",27,"NO"
"ESA","female","shooting",30,"NO"
"NED","female","sailing",25,"NO"
"ESP","female","volleyball",29,"NO"
"MEX","female","aquatics",25,"NO"
"ANG","female","athletics",19,"NO"
"HUN","female","aquatics",20,"NO"
"ANG","female","handball",21,"NO"
"IND","female","hockey",22,"NO"
"ARM","female","athletics",23,"NO"
"INA","female","badminton",31,"SI"
"USA","female","aquatics",19,"SI"
"EST","female","athletics",31,"NO"
"GBR","female","hockey",22,"SI"
"USA","female","table tennis",20,"NO"
"BRA","female","table tennis",23,"NO"
"CHN","female","aquatics",21,"NO"
"FRA","female","rugby sevens",25,"NO"
"GER","female","football",22,"NO"
"COL","female","weightlifting",26,"NO"
"LTU","female","rowing",29,"NO"
"CHN","female","football",25,"NO"
"SWE","female","equestrian",44,"NO"
"ISR","female","judo",28,"NO"
"ITA","female","aquatics",23,"NO"
"SUI","female","sailing",23,"NO"
"SUI","female","cycling",23,"NO"
"RSA","female","football",18,"NO"
"FIN","female","athletics",27,"NO"
"SWE","female","football",29,"SI"
"GER","female","athletics",31,"NO"
"NZL","female","cycling",31,"NO"
"BUL","female","badminton",29,"NO"
"INA","female","badminton",26,"NO"
"AUS","female","athletics",25,"NO"
"ZIM","female","football",25,"NO"
"MEX","male","boxing",22,"NO"
"GRN","male","athletics",23,"NO"
"RSA","male","athletics",23,"NO"
"CAN","female","rowing",34,"SI"
"USA","female","basketball",34,"SI"
"BLR","female","basketball",32,"NO"
"USA","female","football",22,"NO"
"DEN","female","badminton",22,"NO"
"KEN","female","rugby sevens",20,"NO"
"CHN","female","athletics",27,"NO"
"CHN","female","rowing",19,"NO"
"CHN","female","gymnastics",24,"NO"
"CHN","female","athletics",21,"NO"
"CHN","female","athletics",27,"NO"
"SWE","female","handball",24,"NO"
"NOR","female","handball",32,"SI"
"SWE","female","canoe",22,"NO"
"SWE","female","handball",33,"NO"
"MEX","male","badminton",25,"NO"
"GER","male","hockey",29,"SI"
"CUB","male","rowing",33,"NO"
"GER","female","hockey",27,"SI"
"GER","female","cycling",28,"NO"
"NZL","female","canoe",27,"SI"
"SWE","female","football",29,"SI"
"AUS","female","sailing",25,"SI"
"AUT","female","gymnastics",24,"NO"
"SWE","female","sailing",28,"NO"
"GER","female","aquatics",24,"NO"
"GER","female","athletics",27,"NO"
"AUS","female","athletics",37,"NO"
"GER","female","cycling",20,"NO"
"GER","female","athletics",20,"NO"
"SWE","female","triathlon",32,"NO"
"CAN","female","rowing",27,"NO"
"GER","female","athletics",28,"NO"
"GER","female","rowing",25,"SI"
"GER","female","hockey",20,"SI"
"GER","female","archery",28,"SI"
"GER","female","football",29,"NO"
"AUT","female","aquatics",22,"NO"
"AUS","female","football",32,"NO"
"CUB","female","cycling",29,"NO"
"ARG","male","football",23,"NO"
"NED","female","athletics",24,"NO"
"DEN","female","rowing",29,"NO"
"CUB","female","athletics",22,"NO"
"SEY","female","athletics",23,"NO"
"ECU","female","wrestling",25,"NO"
"FIJ","female","rugby sevens",29,"NO"
"MAS","female","badminton",27,"SI"
"UKR","male","aquatics",24,"NO"
"UKR","female","cycling",28,"NO"
"RUS","female","sailing",27,"NO"
"UKR","female","tennis",24,"NO"
"CUB","male","wrestling",34,"NO"
"CUB","male","volleyball",22,"NO"
"ITA","male","rowing",31,"NO"
"CAN","female","basketball",32,"NO"
"CHN","female","sailing",29,"NO"
"IRL","female","athletics",36,"NO"
"MGL","female","judo",30,"NO"
"FRA","female","gymnastics",17,"NO"
"USA","male","athletics",25,"NO"
"USA","male","gymnastics",29,"NO"
"BRA","female","badminton",20,"NO"
"FRA","male","judo",26,"NO"
"BEL","male","hockey",25,"SI"
"NED","female","handball",24,"NO"
"ESP","male","athletics",35,"NO"
"GBR","female","aquatics",17,"NO"
"HKG","female","badminton",25,"NO"
"ESP","female","hockey",25,"NO"
"UKR","female","aquatics",24,"NO"
"JPN","male","rugby sevens",27,"NO"
"CHN","male","badminton",27,"SI"
"MEX","male","aquatics",21,"NO"
"CHN","male","table tennis",28,"SI"
"NED","female","volleyball",26,"NO"
"ROU","female","fencing",32,"SI"
"BRA","female","aquatics",25,"NO"
"POR","female","athletics",33,"NO"
"AZE","male","boxing",31,"SI"
"ITA","female","fencing",29,"NO"
"ISR","female","athletics",28,"NO"
"GBR","female","athletics",25,"NO"
"BRA","female","gymnastics",18,"NO"
"FRA","male","aquatics",24,"NO"
"JPN","male","rugby sevens",29,"NO"
"FIN","female","cycling",27,"NO"
"SWE","female","football",32,"SI"
"DEN","female","aquatics",28,"NO"
"BEL","female","cycling",21,"NO"
"BEL","male","aquatics",22,"NO"
"RSA","male","cycling",24,"NO"
"GBR","male","gymnastics",27,"SI"
"FRA","female","football",29,"NO"
"USA","female","sailing",25,"NO"
"GBR","female","canoe",28,"NO"
"AUS","female","volleyball",35,"NO"
"GBR","female","athletics",31,"NO"
"BEL","female","athletics",22,"NO"
"SWE","female","aquatics",20,"NO"
"SWE","female","handball",24,"NO"
"FRA","female","gymnastics",18,"NO"
"ESP","female","gymnastics",21,"SI"
"SWE","female","athletics",25,"NO"
"CHN","female","canoe",24,"NO"
"BRA","male","football",23,"SI"
"BRA","male","football",23,"SI"
"GEO","female","gymnastics",26,"NO"
"KSA","female","fencing",29,"NO"
"CZE","male","table tennis",29,"NO"
"FRA","male","handball",32,"SI"
"ITA","male","rowing",36,"NO"
"ITA","male","cycling",25,"NO"
"USA","male","aquatics",21,"NO"
"ITA","male","aquatics",26,"NO"
"ITA","male","aquatics",25,"NO"
"ITA","male","aquatics",30,"NO"
"ARG","male","hockey",22,"SI"
"ITA","male","aquatics",27,"NO"
"ITA","male","equestrian",31,"NO"
"ITA","male","volleyball",25,"SI"
"CAN","male","athletics",25,"NO"
"ARG","male","sailing",30,"NO"
"BRA","male","handball",27,"NO"
"BRA","male","athletics",23,"NO"
"FRA","male","archery",21,"NO"
"BRA","male","rugby sevens",32,"NO"
"GER","male","athletics",31,"NO"
"USA","male","shooting",21,"NO"
"BRA","male","hockey",22,"NO"
"ARG","male","hockey",34,"SI"
"ARG","male","football",22,"NO"
"ARG","male","hockey",31,"SI"
"BRA","male","volleyball",30,"SI"
"GER","male","rowing",22,"NO"
"SUI","male","rowing",27,"SI"
"ARG","male","hockey",30,"SI"
"ARG","female","sailing",23,"NO"
"ARG","female","volleyball",25,"NO"
"ARG","female","handball",30,"NO"
"SVK","female","athletics",33,"NO"
"ESP","female","hockey",19,"NO"
"BIH","female","athletics",35,"NO"
"ARG","female","rowing",31,"NO"
"BRA","female","football",29,"NO"
"POR","female","equestrian",46,"NO"
"ARG","female","handball",26,"NO"
"ARG","female","handball",26,"NO"
"BRA","female","aquatics",28,"NO"
"ARG","male","triathlon",27,"NO"
"ARG","male","volleyball",28,"NO"
"CZE","female","tennis",31,"SI"
"CZE","female","tennis",29,"SI"
"CZE","female","aquatics",19,"NO"
"SUI","male","sailing",27,"NO"
"AUS","male","canoe",28,"NO"
"CRO","female","taekwondo",29,"NO"
"ESP","female","basketball",33,"SI"
"ITA","female","archery",19,"NO"
"ARG","female","hockey",19,"NO"
"USA","female","equestrian",24,"SI"
"NZL","female","athletics",28,"NO"
"AUS","female","rowing",25,"NO"
"GER","male","equestrian",53,"SI"
"SUI","male","judo",31,"NO"
"FRA","male","handball",20,"SI"
"FRA","male","equestrian",48,"NO"
"ITA","male","gymnastics",23,"NO"
"FRA","male","athletics",21,"NO"
"AUT","male","judo",35,"NO"
"SWE","male","equestrian",26,"NO"
"DOM","male","athletics",23,"NO"
"ITA","male","shooting",36,"NO"
"VAN","male","rowing",24,"NO"
"VEN","male","wrestling",26,"NO"
"DOM","male","weightlifting",21,"NO"
"VEN","male","athletics",27,"NO"
"ARG","male","athletics",28,"NO"
"GER","male","cycling",24,"NO"
"VEN","male","boxing",21,"NO"
"DOM","male","athletics",18,"NO"
"CUB","male","aquatics",18,"NO"
"MEX","male","cycling",24,"NO"
"COL","male","athletics",37,"NO"
"PER","male","athletics",21,"NO"
"COL","male","football",22,"NO"
"COL","male","weightlifting",21,"SI"
"PUR","male","athletics",25,"NO"
"HON","male","football",23,"NO"
"ESA","male","athletics",22,"NO"
"VEN","male","boxing",24,"NO"
"GUA","male","aquatics",21,"NO"
"PER","male","athletics",24,"NO"
"ARG","male","basketball",36,"NO"
"COL","male","football",20,"NO"
"BRA","female","aquatics",20,"NO"
"COK","female","weightlifting",23,"NO"
"GER","female","wrestling",21,"NO"
"ANG","female","handball",34,"NO"
"FIJ","female","rugby sevens",25,"NO"
"ITA","female","aquatics",23,"NO"
"GER","female","judo",26,"NO"
"DOM","male","taekwondo",22,"SI"
"BRA","male","athletics",29,"NO"
"BRA","male","aquatics",20,"NO"
"BRA","male","volleyball",32,"SI"
"BRA","male","aquatics",25,"NO"
"BRA","female","rugby sevens",26,"NO"
"BRA","female","aquatics",33,"NO"
"UZB","female","gymnastics",21,"NO"
"ALB","female","athletics",28,"NO"
"KAZ","female","archery",22,"NO"
"BRA","female","equestrian",25,"NO"
"CRO","male","basketball",25,"NO"
"SLO","male","canoe",25,"NO"
"CRO","male","aquatics",22,"SI"
"CRO","male","handball",23,"NO"
"SLO","male","athletics",21,"NO"
"FRA","male","handball",28,"SI"
"CRO","male","aquatics",29,"SI"
"CRO","male","sailing",29,"NO"
"CRO","male","handball",26,"NO"
"GER","male","gymnastics",23,"NO"
"DEN","male","football",23,"NO"
"CZE","male","athletics",25,"NO"
"CZE","male","rowing",20,"NO"
"GER","male","football",20,"SI"
"CZE","male","judo",26,"SI"
"CZE","male","athletics",36,"NO"
"SWE","male","handball",20,"NO"
"CZE","male","tennis",31,"NO"
"CZE","male","canoe",28,"SI"
"AUT","male","athletics",24,"NO"
"SUI","male","canoe",25,"NO"
"POL","male","handball",28,"NO"
"POL","male","athletics",26,"NO"
"POL","male","athletics",27,"NO"
"POL","male","tennis",34,"NO"
"POL","male","athletics",28,"NO"
"POL","male","sailing",27,"NO"
"MLT","male","athletics",21,"NO"
"GBR","male","athletics",28,"NO"
"AUS","male","athletics",21,"NO"
"GBR","male","sailing",30,"NO"
"CAN","male","sailing",28,"NO"
"KOS","male","aquatics",26,"NO"
"CHN","male","wrestling",26,"NO"
"RSA","male","athletics",37,"NO"
"ANG","female","handball",32,"NO"
"RSA","male","athletics",34,"NO"
"GBR","male","taekwondo",25,"SI"
